# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  150       6.608722209835e-10       1.314927474231e-13      -5.877729113323e-12       8.287108480328e-16       2.551765365312e-12       7.738947955566e-13      -3.442896299082e-15 
  151       6.651277127323e-10       1.299538686664e-13      -5.819380416192e-12       8.410227686516e-16       2.503193636691e-12       7.617988469515e-13      -3.372423198901e-15 
  152       6.693240795707e-10       1.283865555411e-13      -5.756490424115e-12       8.534469691833e-16       2.455722964699e-12       7.499481252766e-13      -3.302181413297e-15 
  153       6.734593091672e-10       1.267950577588e-13      -5.689046270655e-12       8.659832750820e-16       2.409270972695e-12       7.383214703043e-13      -3.231958747839e-15 
  154       6.775319285265e-10       1.251833212557e-13      -5.617035082861e-12       8.786314764645e-16       2.363825556829e-12       7.269148454399e-13      -3.161719796724e-15 
  155       6.815405951594e-10       1.235553369449e-13      -5.540446431717e-12       8.913913276234e-16       2.319390402438e-12       7.157280165752e-13      -3.091473012678e-15 
  156       6.854839557259e-10       1.219152626578e-13      -5.459273220573e-12       9.042625464553e-16       2.275966115090e-12       7.047599379404e-13      -3.021224749540e-15 
  157       6.893606458452e-10       1.202674253803e-13      -5.373511749172e-12       9.172448138417e-16       2.233550148225e-12       6.940087333162e-13      -2.950979207109e-15 
  158       6.931692899065e-10       1.186163234885e-13      -5.283161777672e-12       9.303377730316e-16       2.192136730804e-12       6.834716772464e-13      -2.880738375980e-15 
  159       6.969085008790e-10       1.169666289849e-13      -5.188226590676e-12       9.435410290228e-16       2.151716794955e-12       6.731451762497e-13      -2.810501982386e-15 
